56,us-gaap:ReinsuranceRetentionPolicyReinsuredRiskPercentage,10
57,us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,16
58,us-gaap:MultiemployerPlanPensionSignificantFutureEmployerContributionAmount,5
59,us-gaap:AccountsReceivableNetCurrent,123
60,us-gaap:RestrictedCash,115
61,us-gaap:DefinedBenefitPlanUltimateHealthCareCostTrendRate1,186
62,us-gaap:EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,157
63,us-gaap:ReinsuranceEffectOnClaimsAndBenefitsIncurredAmountCeded,70
64,us-gaap:StatutoryAccountingPracticesStatutoryCapitalAndSurplusRequired,35
65,us-gaap:DepreciationAndAmortization,97
66,us-gaap:LongTermDebtCurrent,65
67,us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,51
68,us-gaap:GuaranteeObligationsCurrentCarryingValue,225
69,us-gaap:AssetRetirementObligationRevisionOfEstimate,38
70,us-gaap:ImpairmentOfIntangibleAssetsFinitelived,167
71,us-gaap:PublicUtilitiesApprovedReturnOnEquityPercentage,126
72,us-gaap:AccountsReceivableNet,90
73,us-gaap:ProductWarrantyAccrual,14
74,us-gaap:RestructuringAndRelatedCostIncurredCost,248
75,us-gaap:SaleOfStockConsiderationReceivedOnTransaction,154
76,us-gaap:BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,176
77,us-gaap:CapitalizedContractCostNetNoncurrent,38
78,us-gaap:RestrictedStockExpense,60
79,us-gaap:LongtermDebtPercentageBearingVariableInterestAmount,21
80,us-gaap:DeferredCompensationLiabilityCurrentAndNoncurrent,128
81,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,101
82,us-gaap:SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueNonvested,20
83,us-gaap:SharesIssued,24
84,us-gaap:EarningsPerShareDiluted,75
85,us-gaap:PensionExpenseReversalOfExpenseNoncash,9
86,us-gaap:DerivativeGainLossOnDerivativeNet,212
87,us-gaap:FiniteLivedIntangibleAssetsNet,101
88,us-gaap:DebtSecuritiesAvailableForSaleRestricted,35
89,us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,4
90,us-gaap:CapitalizedComputerSoftwareNet,143
91,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,226
92,us-gaap:TaxCutsAndJobsActOf2017MeasurementPeriodAdjustmentIncomeTaxExpenseBenefit,88
93,us-gaap:EffectOnFutureCashFlowsAmount,18
94,us-gaap:GainContingencyUnrecordedAmount,19
95,us-gaap:TemporaryEquityLiquidationPreferencePerShare,14
96,us-gaap:AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,12
97,us-gaap:RestructuringAndRelatedCostNumberOfPositionsEliminatedPeriodPercent,20
98,us-gaap:LossContingencyAccrualProvision,54
99,us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,60
100,us-gaap:LoansAndLeasesReceivableImpairedTroubledDebtInterestIncome,7
101,us-gaap:OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,50
102,us-gaap:BusinessCombinationContingentConsiderationLiability,296
103,us-gaap:CostMethodInvestmentsOriginalCost,4
104,us-gaap:VariableInterestEntityActivityBetweenVIEAndEntityIncomeOrLossBeforeTax,4
105,us-gaap:TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseGrossOfTax,14
106,us-gaap:RestructuringAndRelatedCostExpectedCost1,219
107,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumEmployeeSubscriptionRate,116
108,us-gaap:SubleaseIncome,67
109,us-gaap:InterestPaid,223
110,us-gaap:OffBalanceSheetCreditLossLiability,14
111,us-gaap:AssetRetirementObligationCurrent,25
112,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,115
113,us-gaap:AccountsReceivableNetNoncurrent,13
114,us-gaap:LitigationSettlementExpense,146
115,us-gaap:DeferredCompensationLiabilityClassifiedNoncurrent,114
116,us-gaap:EmployeeStockOwnershipPlanESOPCashContributionsToESOP,36
117,us-gaap:RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,158
118,us-gaap:GainLossOnDispositionOfAssets1,140
119,us-gaap:CommonStockValue,34
120,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesDeferredRevenue,16
121,us-gaap:NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,28
122,us-gaap:VariableLeaseCost,81
123,us-gaap:RestrictedInvestmentsAtFairValue,8
124,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardPercentageOfOutstandingStockMaximum,33
125,us-gaap:LimitedPartnersCapitalAccountDistributionAmount,8
126,us-gaap:DirectFinancingLeaseNetInvestmentInLease,7
127,us-gaap:LoansReceivableHeldForSaleAmount,12
128,us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation,69
129,us-gaap:AcceleratedShareRepurchasesSettlementPaymentOrReceipt,43
130,us-gaap:DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,11
131,us-gaap:ForeignCurrencyTransactionGainLossRealized,189
132,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,20
133,us-gaap:AssetsHeldForSaleNotPartOfDisposalGroupCurrent,8
134,us-gaap:DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,62
135,us-gaap:LongTermDebtPercentageBearingVariableInterestRate,114
136,us-gaap:SharesIssuedPricePerShare,156
137,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardAcceleratedCompensationCost,67
138,us-gaap:DebtInstrumentRedemptionPricePercentage,72
139,us-gaap:BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,139
140,us-gaap:LossContingencyRangeOfPossibleLossPortionNotAccrued,67
141,us-gaap:ReportingUnitPercentageOfFairValueInExcessOfCarryingAmount,143
142,us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization,174
143,us-gaap:RestructuringAndRelatedCostExpectedCostRemaining1,33
144,us-gaap:ExtinguishmentOfDebtAmount,98
145,us-gaap:AllowanceForDoubtfulAccountsReceivable,220
146,us-gaap:InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,85
147,us-gaap:LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,82
148,us-gaap:AssetsFairValueDisclosure,107
149,us-gaap:EquitySecuritiesFvNiUnrealizedGain,36
150,us-gaap:IncomeTaxesReceivable,48
151,us-gaap:ReclassificationFromAociCurrentPeriodTax,147
152,us-gaap:LeaseCost,71
153,us-gaap:LiabilityForFuturePolicyBenefitsInterestRate,62
154,us-gaap:CapitalizedContractCostNet,230
155,us-gaap:GoodwillAcquiredDuringPeriod,244
156,us-gaap:PreferredStockLiquidationPreference,253
157,us-gaap:ImpairmentOfIntangibleAssetsExcludingGoodwill,253
158,us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateDeferredTaxLiabilityIncomeTaxBenefit,40
159,us-gaap:FinancingReceivableModificationsRecordedInvestment,102
160,us-gaap:AssetRetirementObligationLegallyRestrictedAssetsFairValue,26
161,us-gaap:DefinedBenefitPlanAmountsRecognizedInBalanceSheet,30
162,us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,107
163,us-gaap:LossContingencyPendingClaimsNumber,83
164,us-gaap:DeferredTaxAssetIntraEntityTransferAssetOtherThanInventory,10
165,us-gaap:DueToRelatedPartiesCurrentAndNoncurrent,108
166,us-gaap:RepaymentsOfLongTermDebt,135
167,us-gaap:PaymentsOfDividendsCommonStock,84
168,us-gaap:EquityMethodInvestmentRealizedGainLossOnDisposal,108
169,us-gaap:InterestExpenseRelatedParty,41
170,us-gaap:CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,33
171,us-gaap:DeferredTaxAssetsTaxCreditCarryforwardsForeign,75
172,us-gaap:OperatingLossCarryforwardsValuationAllowance,180
173,us-gaap:RetainedEarningsAccumulatedDeficit,195
174,us-gaap:EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,240
175,us-gaap:DebtInstrumentConvertibleConversionPrice1,59
176,us-gaap:OperatingLeasesFutureMinimumPaymentsDue,34
177,us-gaap:LiabilityForAsbestosAndEnvironmentalClaimsNet,25
178,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,25
179,us-gaap:RelatedPartyTransactionAmountsOfTransaction,302
180,us-gaap:WeightedAverageNumberDilutedSharesOutstandingAdjustment,17
181,us-gaap:RedeemableNoncontrollingInterestEquityCarryingAmount,44
182,us-gaap:BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,144
183,us-gaap:DebtInstrumentUnusedBorrowingCapacityAmount,87
184,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsShareBasedLiabilitiesPaid,82
185,us-gaap:DebtInstrumentInterestRateDuringPeriod,124
186,us-gaap:StandardProductWarrantyAccrual,44
187,us-gaap:CashAndCashEquivalentsFairValueDisclosure,57
188,us-gaap:LiabilityForFuturePolicyBenefitByProductSegmentInterestRateYearOfIssue,10
189,us-gaap:SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleGainLossOnSale,22
190,us-gaap:InterestExpenseDebt,260
191,us-gaap:JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust,3
192,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumNumberOfSharesPerEmployee,24
193,us-gaap:WriteOffOfDeferredDebtIssuanceCost,83
194,us-gaap:DisposalGroupDeferredGainOnDisposal,7
195,us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,47
196,us-gaap:DerivativeLiabilityNotionalAmount,116
197,us-gaap:DefinedBenefitPlanExpectedAmortizationOfPriorServiceCostCreditNextFiscalYear,99
198,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,59
199,us-gaap:LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,135
200,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,100
201,us-gaap:FinitelivedIntangibleAssetsAcquired1,280
202,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,24
203,us-gaap:PreferredStockRedemptionPricePerShare,112
204,us-gaap:RelatedPartyTransactionRate,37
205,us-gaap:DisposalGroupIncludingDiscontinuedOperationCash,9
206,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,124
207,us-gaap:IncreaseDecreaseInFairValueOfHedgedItemInInterestRateFairValueHedge1,8
208,us-gaap:ProceedsFromIssuanceOfCommonStock,201
209,us-gaap:BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,113
210,us-gaap:SecuritiesHeldAsCollateralAtFairValue,21
211,us-gaap:OptionIndexedToIssuersEquityStrikePrice1,40
212,us-gaap:DeferredTaxExpenseFromStockOptionsExercised,41
213,us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingExistingUndistributedAccumulatedEarningsOfForeignSubsidiary,3
214,us-gaap:AccruedLiabilitiesCurrentAndNoncurrent,21
215,us-gaap:DepositsAssetsNoncurrent,5
216,us-gaap:CurrentStateAndLocalTaxExpenseBenefit,27
217,us-gaap:UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition,18
218,us-gaap:FederalHomeLoanBankAdvancesLongTerm,17
219,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpensePeriodIncreaseDecrease,23
220,us-gaap:StockIssuedDuringPeriodSharesShareBasedCompensationForfeited,8
221,us-gaap:DebtInstrumentUnamortizedDiscountPremiumNet,41
222,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,64
223,us-gaap:HeldToMaturitySecuritiesFairValue,44
224,us-gaap:InterestPaidNet,238
225,us-gaap:AccruedEnvironmentalLossContingenciesCurrent,72
226,us-gaap:RatioOfIndebtednessToNetCapital1,69
227,us-gaap:IncomeTaxReconciliationNondeductibleExpenseAmortization,14
228,us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateIncomeTaxExpenseBenefit,72
229,us-gaap:DeferredTaxAssetsNet,29
230,us-gaap:RegulatedAndUnregulatedOperatingRevenue,14
231,us-gaap:InvestmentIncomeDividend,35
232,us-gaap:EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,6
233,us-gaap:RestructuringReserve,208
234,us-gaap:SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,126
235,us-gaap:PreferredStockDividendsPerShareDeclared,148
236,us-gaap:VariableInterestEntityNonconsolidatedCarryingAmountAssetsAndLiabilitiesNet,16
237,us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,71
238,us-gaap:ProceedsFromNotesPayable,9
239,us-gaap:PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesPledged,24
240,us-gaap:SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueVested,213
241,us-gaap:LongDurationContractsAssumptionsByProductAndGuaranteeEstimatedAverageInvestmentYield,9
242,us-gaap:DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,99
243,us-gaap:ConversionOfStockSharesConverted1,70
244,us-gaap:ContractWithCustomerAssetNet,215
245,us-gaap:IncomeTaxReconciliationTaxSettlementsForeign,6
246,us-gaap:RelatedPartyTransactionPurchasesFromRelatedParty,181
247,us-gaap:OperatingLeaseCost,219
248,us-gaap:LoansAndLeasesReceivableNetReportedAmount,29
249,us-gaap:InvestmentOwnedAtCost,31
250,us-gaap:OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,96
251,us-gaap:PurchaseObligation,113
252,us-gaap:EmbeddedDerivativeFairValueOfEmbeddedDerivativeAsset,9
253,us-gaap:StockRepurchasedDuringPeriodValue,250
254,us-gaap:BusinessAcquisitionRevenueReportedByAcquiredEntityForLastAnnualPeriod,30
255,us-gaap:TaxCutsAndJobsActOf2017IncomeTaxExpenseBenefit,165
256,us-gaap:CashAndCashEquivalentsAtCarryingValue,214
257,us-gaap:EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount,42
258,us-gaap:LongTermDebtWeightedAverageInterestRateOverTime,48
259,us-gaap:ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,68
260,us-gaap:OtherAssetsCurrent,39
261,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,193
262,us-gaap:OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,17
263,us-gaap:GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,14
264,us-gaap:MultiemployerPlanContributionsByEmployer,117
265,us-gaap:ContractWithCustomerRefundLiability,44
266,us-gaap:DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,274
267,us-gaap:NumberOfUnitsInRealEstateProperty,44
268,us-gaap:MarketingAndAdvertisingExpense,141
269,us-gaap:PercentageOfLIFOInventory,120
270,us-gaap:IncomeTaxExaminationPenaltiesAndInterestAccrued,225
271,us-gaap:CooperativeAdvertisingExpense,36
272,us-gaap:ProceedsFromAccountsReceivableSecuritization,11
273,us-gaap:CostOfGoodsAndServicesSold,260
274,us-gaap:DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,37
275,us-gaap:BusinessCombinationContingentConsiderationLiabilityCurrent,64
276,us-gaap:DividendsCash,43
277,us-gaap:SaleOfStockPricePerShare,274
278,us-gaap:ProceedsFromIssuanceOfCommercialPaper,8
279,us-gaap:PurchaseCommitmentRemainingMinimumAmountCommitted,72
280,us-gaap:BusinessCombinationSeparatelyRecognizedTransactionsExpensesAndLossesRecognized,25
281,us-gaap:UnderlyingDerivative,6
282,us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiability,43
283,us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,202
284,us-gaap:ContractWithCustomerPerformanceObligationSatisfiedInPreviousPeriod,87
285,us-gaap:RepaymentsOfSecuredDebt,57
286,us-gaap:ForeignCurrencyExchangeRateTranslation1,40
287,us-gaap:DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,106
288,us-gaap:DividendsPayableCurrent,29
289,us-gaap:OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,122
290,us-gaap:EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount,24
291,us-gaap:IncreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,19
292,us-gaap:DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,48
293,us-gaap:RecordedThirdPartyEnvironmentalRecoveriesReceivable,42
294,us-gaap:EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount,49
295,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,198
296,us-gaap:InvestmentsFairValueDisclosure,81
297,us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,55
298,us-gaap:EquitySecuritiesFvNiRealizedGain,8
299,us-gaap:EmbeddedDerivativeLiabilityMeasurementInput,2
300,us-gaap:FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresCollateralPledged1,12
301,us-gaap:CostOfRevenue,18
302,us-gaap:ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,4
303,us-gaap:LoansAndLeasesReceivableGrossCarryingAmount,76
304,us-gaap:DerivativeFairValueOfDerivativeLiability,103
305,us-gaap:ForeignCurrencyTransactionGainLossUnrealized,7
306,us-gaap:OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,13
307,us-gaap:PostemploymentBenefitsPeriodExpense,31
308,us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent,3
309,us-gaap:ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,6
310,us-gaap:SeveranceCosts1,152
311,us-gaap:StockIssuedDuringPeriodSharesStockOptionsExercised,65
312,us-gaap:ImpairmentOfLongLivedAssetsHeldForUse,241
313,us-gaap:ProceedsFromSaleOfOilAndGasPropertyAndEquipment,36
314,us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,103
315,us-gaap:FederalDepositInsuranceCorporationPremiumExpense,4
316,us-gaap:DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,186
317,us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,11
318,us-gaap:IncrementalCommonSharesAttributableToConversionOfPreferredStock,7
319,us-gaap:EnvironmentalRemediationExpense,107
320,us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,19
321,us-gaap:BusinessExitCosts1,70
322,us-gaap:SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,161
323,us-gaap:ForeignEarningsRepatriated,62
324,us-gaap:IntangibleAssetsNetExcludingGoodwill,102
325,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,49
326,us-gaap:DividendsSharebasedCompensationStock,9
327,us-gaap:ImpairmentOfRealEstate,88
328,us-gaap:DebtorInPossessionFinancingAmountArranged,17
329,us-gaap:StockRepurchasedAndRetiredDuringPeriodValue,174
330,us-gaap:CashSurrenderValueOfLifeInsurance,95
331,us-gaap:DefinedContributionPlanEmployerMatchingContributionPercent,257
332,us-gaap:LossContingencyLossInPeriod,106
333,us-gaap:SelfInsuranceReserve,90
334,us-gaap:DebtInstrumentFairValue,172
335,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,60
336,us-gaap:InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVenturesFairValueDisclosure,12
337,us-gaap:DepreciationDepletionAndAmortization,260
338,us-gaap:SharebasedCompensationArrangementBySharebasedPaymentAwardCompensationCost1,76
339,us-gaap:DebtSecuritiesAvailableForSaleRealizedGain,39
340,us-gaap:IncomeTaxReconciliationForeignIncomeTaxRateDifferential,29
341,us-gaap:GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet,18
342,us-gaap:LongTermDebtMeasurementInput,2
343,us-gaap:CapitalExpendituresIncurredButNotYetPaid,148
344,us-gaap:AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,81
345,us-gaap:DiscontinuedOperationTaxEffectOfDiscontinuedOperation,64
346,us-gaap:IncomeTaxHolidayAggregateDollarAmount,219
347,us-gaap:GeneralFairValueHedgeInformationHedgeEffectivenessThreshold,2
348,us-gaap:BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,33
349,us-gaap:InventoryNet,40
350,us-gaap:DerivativeAmountOfHedgedItem,63
351,us-gaap:OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationTax,20
352,us-gaap:StockOptionPlanExpense,51
353,us-gaap:OtherRealEstateOwnedMeasurementInput,14
354,us-gaap:DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,8
355,us-gaap:AreaOfRealEstateProperty,122
356,us-gaap:DeferredCostsCurrent,14
357,us-gaap:CostmethodInvestmentsOtherThanTemporaryImpairment,9
358,us-gaap:DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,15
359,us-gaap:OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,68
360,us-gaap:ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,177
361,us-gaap:DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,32
362,us-gaap:DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,248
363,us-gaap:LongtermDebtWeightedAverageInterestRate,166
364,us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax,128
365,us-gaap:ProceedsFromDivestitureOfBusinessesNetOfCashDivested,66
366,us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,29
367,us-gaap:DerivativeLiabilityCollateralRightToReclaimCashOffset,46
368,us-gaap:UnrecognizedTaxBenefitsPeriodIncreaseDecrease,79
369,us-gaap:PaymentsToAcquireRealEstate,135
370,us-gaap:BankingRegulationCountercyclicalCapitalBuffer,5
371,us-gaap:ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,71
372,us-gaap:IncomeTaxEffectsAllocatedDirectlyToEquity,25
373,us-gaap:SecuredDebt,59
374,us-gaap:DeferredRevenue,73
